date,temperature_2m_mean
1975-08-01 00:00:00+00:00,66.9302
1975-08-02 00:00:00+00:00,63.963943
1975-08-03 00:00:00+00:00,68.4752
1975-08-04 00:00:00+00:00,69.45021
1975-08-05 00:00:00+00:00,71.43769
1975-08-06 00:00:00+00:00,72.723946
1975-08-07 00:00:00+00:00,75.3227
1975-08-08 00:00:00+00:00,77.05145
1975-08-09 00:00:00+00:00,78.1652
1975-08-10 00:00:00+00:00,79.34644
1975-08-11 00:00:00+00:00,77.76019
1975-08-12 00:00:00+00:00,77.11144
1975-08-13 00:00:00+00:00,66.58144
1975-08-14 00:00:00+00:00,63.780197
1975-08-15 00:00:00+00:00,69.225204
1975-08-16 00:00:00+00:00,70.07269
1975-08-17 00:00:00+00:00,66.58894
1975-08-18 00:00:00+00:00,64.00145
1975-08-19 00:00:00+00:00,63.4652
1975-08-20 00:00:00+00:00,66.6677
1975-08-21 00:00:00+00:00,71.786446
1975-08-22 00:00:00+00:00,71.51644
1975-08-23 00:00:00+00:00,61.683945
1975-08-24 00:00:00+00:00,60.322697
1975-08-25 00:00:00+00:00,57.476456
1975-08-26 00:00:00+00:00,63.120205
1975-08-27 00:00:00+00:00,61.676456
1975-08-28 00:00:00+00:00,63.570206
1975-08-29 00:00:00+00:00,67.5152
1975-08-30 00:00:00+00:00,67.436455
1975-08-31 00:00:00+00:00,66.5177
1975-09-01 00:00:00+00:00,68.06269
1975-09-02 00:00:00+00:00,70.42145
1975-09-03 00:00:00+00:00,70.263954
1975-09-04 00:00:00+00:00,65.895195
1975-09-05 00:00:00+00:00,61.451458
1975-09-06 00:00:00+00:00,60.821453
1975-09-07 00:00:00+00:00,59.688953
1975-09-08 00:00:00+00:00,56.310196
1975-09-09 00:00:00+00:00,60.33021
1975-09-10 00:00:00+00:00,65.4152
1975-09-11 00:00:00+00:00,64.28269
1975-09-12 00:00:00+00:00,60.633945
1975-09-13 00:00:00+00:00,56.3477
1975-09-14 00:00:00+00:00,58.67644
1975-09-15 00:00:00+00:00,58.8752
1975-09-16 00:00:00+00:00,59.793945
1975-09-17 00:00:00+00:00,68.47146
1975-09-18 00:00:00+00:00,71.20144
1975-09-19 00:00:00+00:00,62.23145
1975-09-20 00:00:00+00:00,61.14395
1975-09-21 00:00:00+00:00,61.61645
1975-09-22 00:00:00+00:00,58.136448
1975-09-23 00:00:00+00:00,63.30394
1975-09-24 00:00:00+00:00,61.661438
